Filename,PSNR_1_Degraded,SSIM_1_Degraded,PSNR_2_SROnly,SSIM_2_SROnly,PSNR_3_Full,SSIM_3_Full
00000061_025.png,28.7065702454008,0.7246107242078363,28.76453532524204,0.743573362713986,28.521713899588065,0.743706560006812
00000079_000.png,28.10813095480061,0.6824171587675172,28.440448174721897,0.7669206153688553,27.80768816323007,0.7539652158606783
00000084_000.png,28.258309394263517,0.7245062904310163,28.425478743547536,0.8012484512147161,27.960050962890875,0.7948606331651499
00000096_006.png,25.950041832047347,0.6143123362319062,27.509285001416902,0.7650665596287414,26.948858856330162,0.7679977071842131
00000165_008.png,21.956737975847513,0.3797011761699655,26.653871987296167,0.7048243392991836,26.91209563761671,0.7361037369990987
00000239_003.png,23.70745496655751,0.48802511637166374,27.118702853644706,0.7413255729183631,26.70582138960175,0.7500877861095728
00000265_004.png,29.75478707745627,0.826951132624286,27.55789117675262,0.7934264788281373,27.20971912103635,0.7831397313914128
00000432_000.png,29.899337747900965,0.7741777098454157,29.615924679286575,0.7966966143293975,29.11828642134282,0.7944493747893125
00000459_037.png,21.73239026408786,0.29239305621368694,27.316963269351533,0.7005626952055233,27.924492713841676,0.75973991794297
00000468_045.png,22.029991623204563,0.2892517728803259,28.81098590103879,0.7552065926655975,29.434634720640126,0.823416911472597
00000545_000.png,25.511877303903777,0.5512118608488491,27.415867008367098,0.7841937618177343,27.311649040829217,0.7896937204731582
00000599_000.png,23.494258885886744,0.4929695343010956,26.079903450654093,0.668555851390905,25.931038308964393,0.6748953352953009
00000861_002.png,22.870994141754068,0.38218447287548296,27.944069923372922,0.7241733300513746,28.23347135962587,0.7627868349784142
00000954_005.png,26.957179182292595,0.635367401002215,28.283901204196013,0.7674935284506448,27.82499340119412,0.7619669992290079
00001075_015.png,21.864911600080276,0.28066095158370147,27.181344621944994,0.6564199445671968,27.744290849567527,0.7271547851633312
00001101_022.png,23.282691462296338,0.5432650438696067,24.264156070866573,0.7074931154488688,24.041625829696937,0.7046616653763249
00001170_054.png,30.833054434571356,0.8068513490637066,29.612559291691667,0.7916599699974374,28.977429976767205,0.7813182437155876
00001203_005.png,28.744149009107232,0.7720624793490777,27.794236864663418,0.7960112203656127,27.288923201024136,0.7854265246301431
00001260_000.png,21.164108117255132,0.3174264413721391,26.588069775342703,0.685751794996778,26.72228655811239,0.7145347550229132
00001278_012.png,22.62053903244741,0.38391428618982654,26.867585279153985,0.6993801694060375,27.013739549100123,0.7363318171172866
00001294_000.png,24.752420897231282,0.5977674171765421,26.895723037959172,0.7578071563601569,26.65070371814657,0.7581593890930571
00001301_048.png,21.292167249453286,0.2732691325330954,27.854008447310207,0.7663019683274745,28.470329897955125,0.8360649328995327
00001362_000.png,27.376880710947674,0.64265837878382,29.81325609629763,0.8219615174114127,29.065092189462405,0.8169551738828095
00001394_001.png,27.432586101600094,0.8178098432329705,24.673605287614457,0.7961202250053733,24.41443107532852,0.7800996634412534
00001437_042.png,22.688465832788495,0.3790427895993572,26.650280043086767,0.6973071399888607,26.701470923059723,0.7421740981722371
00001487_000.png,23.015565255519995,0.3999866083997972,27.033820227424336,0.7639959409517124,27.295328101051382,0.7926330119717998
00001497_000.png,24.086944715799103,0.4221706588973873,29.167655126091326,0.7976184450202928,29.3773768187304,0.8320104078994814
00001581_001.png,24.988766226351004,0.521804301672671,28.664837693721744,0.7796747283636578,28.527227401127746,0.7980569942923414
00001583_001.png,25.605770625503673,0.5713985188287706,26.69429138472687,0.7722830578871619,26.525627932230268,0.7732426054029085
00001595_003.png,22.65816576787615,0.3056628235499176,26.60370905069808,0.6140383283390488,27.002723380839715,0.6404561709577018
00001797_002.png,22.178125885186834,0.403354318074319,25.309124130778457,0.7513565082807727,25.397180690340214,0.7786092790131277
00001989_012.png,25.69493391522823,0.5788325097869241,28.527209976755906,0.7681959716109553,28.48686747355686,0.7869230271140263
00001998_000.png,29.963962517096853,0.7684224429328896,28.879267435235608,0.784460902199416,28.13499244535343,0.7679666014490489
00002054_002.png,25.719513873992923,0.5953800448166459,27.838555937454274,0.7703908498271733,27.55600114271584,0.7691158960554673
00002156_004.png,30.188316898356895,0.8155096524570943,27.998557372430433,0.7938389797712647,27.57951808295816,0.785317038493458
00002251_003.png,22.724435453411225,0.4398086061750884,26.052161825291268,0.7675062031819783,26.019012011769078,0.7835213327966425
00002278_000.png,23.893793262895283,0.4974863607896455,27.009828212572685,0.7561807138941888,27.070598220627303,0.7712968532145403
00002395_007.png,23.69954587916885,0.36509906133778225,29.761473729308104,0.7841209681226657,30.49803439095292,0.8393426859447807
00002537_002.png,22.035872380107314,0.3474296002621229,26.521118417596583,0.733805551827385,26.69841927679327,0.7717661136242707
00002714_001.png,29.307979295484266,0.7207374879044721,29.18362598546988,0.7863046759280081,28.762434823307647,0.7791848924841431
00002725_000.png,25.61246758511774,0.8055411447132775,26.38277096536399,0.8011834347551515,26.344138873431717,0.7958273340022612
00002843_003.png,24.864629206474355,0.4901431738787904,28.309583947129262,0.7630500699967327,28.401677203460082,0.7775271248114933
00002847_004.png,22.39040575566642,0.4107285664915684,26.19654686975476,0.7611914232842178,26.269290276489308,0.7803289205635179
00002883_001.png,30.059786861815127,0.7206731244862244,29.949048057119562,0.7709287575373015,29.30141892511766,0.7586642853266616
